Bid_No,Units,Unit_Price,Total_Price,Win,MSRP,Unit_Cost
2000,25,"$19,318","$482,946",0,"$25,000",15000
2001,16,"$21,868","$349,885",1,"$25,000",15000
2002,21,"$17,334","$364,024",1,"$25,000",15000
2003,12,"$15,221","$182,655",1,"$25,000",15000
2004,12,"$15,144","$181,730",1,"$25,000",15000
2005,14,"$15,814","$221,392",1,"$25,000",15000
2006,22,"$22,498","$494,950",1,"$25,000",15000
2007,42,"$18,831","$790,895",1,"$25,000",15000
2008,15,"$15,461","$231,920",1,"$25,000",15000
2009,16,"$15,733","$251,735",1,"$25,000",15000
2010,29,"$19,574","$567,656",1,"$25,000",15000
2011,12,"$15,794","$189,524",1,"$25,000",15000
2012,12,"$21,228","$254,739",1,"$25,000",15000
2013,32,"$15,180","$485,747",1,"$25,000",15000
2014,10,"$21,379","$213,788",1,"$25,000",15000
2015,17,"$20,755","$352,828",1,"$25,000",15000
2016,18,"$16,974","$305,527",1,"$25,000",15000
2017,19,"$21,060","$400,144",1,"$25,000",15000
2018,17,"$22,237","$378,036",1,"$25,000",15000
2019,11,"$16,418","$180,598",1,"$25,000",15000
2020,20,"$16,116","$322,330",1,"$25,000",15000
2021,14,"$20,481","$286,735",1,"$25,000",15000
2022,37,"$16,988","$628,539",1,"$25,000",15000
2023,14,"$17,222","$241,105",1,"$25,000",15000
2024,15,"$20,032","$300,473",1,"$25,000",15000
2025,16,"$18,771","$300,338",1,"$25,000",15000
2026,11,"$17,201","$189,210",1,"$25,000",15000
2027,11,"$18,679","$205,473",1,"$25,000",15000
2028,33,"$21,272","$701,975",1,"$25,000",15000
2029,29,"$19,251","$558,279",1,"$25,000",15000
2030,17,"$21,884","$372,020",1,"$25,000",15000
2031,22,"$18,373","$404,209",1,"$25,000",15000
2032,17,"$20,715","$352,149",1,"$25,000",15000
2033,12,"$19,319","$231,829",1,"$25,000",15000
2034,29,"$19,151","$555,381",1,"$25,000",15000
2035,26,"$17,580","$457,088",1,"$25,000",15000
2036,16,"$21,753","$348,050",1,"$25,000",15000
2037,14,"$20,649","$289,085",1,"$25,000",15000
2038,25,"$16,175","$404,363",1,"$25,000",15000
2039,39,"$18,878","$736,247",1,"$25,000",15000
2040,40,"$15,867","$634,663",1,"$25,000",15000
2041,20,"$19,629","$392,589",1,"$25,000",15000
2042,15,"$21,863","$327,949",1,"$25,000",15000
2043,11,"$22,397","$246,368",1,"$25,000",15000
2044,44,"$19,455","$856,011",1,"$25,000",15000
2045,25,"$21,442","$536,046",1,"$25,000",15000
2046,15,"$20,803","$312,042",1,"$25,000",15000
2047,11,"$20,941","$230,349",1,"$25,000",15000
2048,31,"$20,141","$624,376",1,"$25,000",15000
2049,37,"$18,912","$699,741",1,"$25,000",15000
2050,42,"$17,600","$739,205",1,"$25,000",15000
2051,16,"$17,236","$275,782",1,"$25,000",15000
2052,14,"$20,947","$293,261",1,"$25,000",15000
2053,17,"$18,328","$311,571",1,"$25,000",15000
2054,13,"$19,721","$256,370",1,"$25,000",15000
2055,20,"$22,165","$443,296",1,"$25,000",15000
2056,17,"$17,549","$298,329",1,"$25,000",15000
2057,20,"$19,663","$393,266",1,"$25,000",15000
2058,11,"$16,927","$186,199",1,"$25,000",15000
2059,21,"$19,995","$419,900",1,"$25,000",15000
2060,20,"$15,458","$309,170",1,"$25,000",15000
2061,21,"$22,187","$465,933",0,"$25,000",15000
2062,15,"$17,656","$264,844",1,"$25,000",15000
2063,14,"$15,586","$218,204",1,"$25,000",15000
2064,27,"$16,869","$455,469",1,"$25,000",15000
2065,16,"$15,837","$253,388",1,"$25,000",15000
2066,52,"$19,881","$1,033,799",1,"$25,000",15000
2067,22,"$21,164","$465,615",1,"$25,000",15000
2068,18,"$16,558","$298,047",1,"$25,000",15000
2069,26,"$16,782","$436,328",1,"$25,000",15000
2070,18,"$21,655","$389,791",1,"$25,000",15000
2071,19,"$15,258","$289,895",1,"$25,000",15000
2072,14,"$19,860","$278,038",1,"$25,000",15000
2073,31,"$19,093","$591,892",1,"$25,000",15000
2074,19,"$19,264","$366,010",1,"$25,000",15000
2075,33,"$17,372","$573,268",1,"$25,000",15000
2076,25,"$17,572","$439,297",1,"$25,000",15000
2077,19,"$16,930","$321,673",1,"$25,000",15000
2078,14,"$16,309","$228,332",1,"$25,000",15000
2079,10,"$21,291","$212,913",1,"$25,000",15000
2080,10,"$16,656","$166,560",1,"$25,000",15000
2081,14,"$21,013","$294,185",1,"$25,000",15000
2082,19,"$21,145","$401,748",1,"$25,000",15000
2083,13,"$17,754","$230,801",1,"$25,000",15000
2084,17,"$19,488","$331,301",1,"$25,000",15000
2085,35,"$20,094","$703,294",1,"$25,000",15000
2086,20,"$16,136","$322,723",1,"$25,000",15000
2087,27,"$19,373","$523,067",1,"$25,000",15000
2088,11,"$16,141","$177,552",1,"$25,000",15000
2089,13,"$18,487","$240,332",1,"$25,000",15000
2090,22,"$20,557","$452,250",1,"$25,000",15000
2091,31,"$18,764","$581,685",1,"$25,000",15000
2092,17,"$17,359","$295,096",1,"$25,000",15000
2093,21,"$22,314","$468,595",1,"$25,000",15000
2094,32,"$16,092","$514,957",1,"$25,000",15000
2095,27,"$19,589","$528,914",1,"$25,000",15000
2096,15,"$20,844","$312,666",1,"$25,000",15000
2097,15,"$16,346","$245,188",1,"$25,000",15000
2098,13,"$15,343","$199,458",1,"$25,000",15000
2099,15,"$18,033","$270,493",1,"$25,000",15000
2100,11,"$21,079","$231,865",1,"$25,000",15000
2101,30,"$19,612","$588,362",1,"$25,000",15000
2102,12,"$17,363","$208,355",1,"$25,000",15000
2103,26,"$15,873","$412,692",1,"$25,000",15000
2104,11,"$18,508","$203,588",1,"$25,000",15000
2105,12,"$16,717","$200,600",1,"$25,000",15000
2106,33,"$18,705","$617,272",1,"$25,000",15000
2107,27,"$17,771","$479,807",1,"$25,000",15000
2108,12,"$15,094","$181,131",1,"$25,000",15000
2109,21,"$20,506","$430,618",1,"$25,000",15000
2110,18,"$18,032","$324,579",1,"$25,000",15000
2111,34,"$15,065","$512,208",1,"$25,000",15000
2112,21,"$22,121","$464,536",1,"$25,000",15000
2113,13,"$21,818","$283,634",0,"$25,000",15000
2114,10,"$19,419","$194,194",1,"$25,000",15000
2115,32,"$17,592","$562,959",1,"$25,000",15000
2116,39,"$18,087","$705,395",1,"$25,000",15000
2117,14,"$17,363","$243,077",1,"$25,000",15000
2118,12,"$16,224","$194,687",1,"$25,000",15000
2119,13,"$17,647","$229,407",1,"$25,000",15000
2120,39,"$19,005","$741,203",1,"$25,000",15000
2121,25,"$17,577","$439,425",1,"$25,000",15000
2122,20,"$15,468","$309,364",1,"$25,000",15000
2123,37,"$22,037","$815,374",1,"$25,000",15000
2124,12,"$15,784","$189,407",1,"$25,000",15000
2125,15,"$18,280","$274,196",1,"$25,000",15000
2126,29,"$18,198","$527,748",1,"$25,000",15000
2127,14,"$20,307","$284,293",1,"$25,000",15000
2128,15,"$18,506","$277,587",1,"$25,000",15000
2129,23,"$17,213","$395,890",1,"$25,000",15000
2130,22,"$18,650","$410,306",1,"$25,000",15000
2131,18,"$22,035","$396,638",1,"$25,000",15000
2132,10,"$19,542","$195,422",1,"$25,000",15000
2133,13,"$22,129","$287,679",1,"$25,000",15000
2134,16,"$19,955","$319,282",1,"$25,000",15000
2135,31,"$16,937","$525,050",1,"$25,000",15000
2136,14,"$18,219","$255,071",1,"$25,000",15000
2137,19,"$18,538","$352,217",1,"$25,000",15000
2138,12,"$21,183","$254,200",1,"$25,000",15000
2139,14,"$15,854","$221,951",1,"$25,000",15000
2140,31,"$17,007","$527,218",1,"$25,000",15000
2141,13,"$18,303","$237,936",1,"$25,000",15000
2142,16,"$19,436","$310,975",1,"$25,000",15000
2143,18,"$21,883","$393,893",1,"$25,000",15000
2144,29,"$21,674","$628,559",1,"$25,000",15000
2145,32,"$21,803","$697,704",1,"$25,000",15000
2146,14,"$22,426","$313,968",1,"$25,000",15000
2147,20,"$18,213","$364,254",1,"$25,000",15000
2148,32,"$17,114","$547,634",1,"$25,000",15000
2149,10,"$18,066","$180,659",1,"$25,000",15000
2150,10,"$15,560","$155,596",1,"$25,000",15000
2151,49,"$18,460","$904,547",1,"$25,000",15000
2152,17,"$16,442","$279,510",1,"$25,000",15000
2153,10,"$22,148","$221,477",1,"$25,000",15000
2154,22,"$16,632","$365,902",1,"$25,000",15000
2155,14,"$20,282","$283,954",1,"$25,000",15000
2156,12,"$20,388","$244,661",1,"$25,000",15000
2157,14,"$20,954","$293,352",1,"$25,000",15000
2158,18,"$16,261","$292,707",1,"$25,000",15000
2159,16,"$16,571","$265,129",1,"$25,000",15000
2160,41,"$16,236","$665,673",1,"$25,000",15000
2161,17,"$16,022","$272,374",1,"$25,000",15000
2162,14,"$22,053","$308,743",1,"$25,000",15000
2163,13,"$17,219","$223,847",1,"$25,000",15000
2164,25,"$17,548","$438,704",1,"$25,000",15000
2165,12,"$22,260","$267,115",1,"$25,000",15000
2166,24,"$15,707","$376,968",1,"$25,000",15000
2167,22,"$18,903","$415,869",1,"$25,000",15000
2168,38,"$16,182","$614,911",1,"$25,000",15000
2169,14,"$17,279","$241,910",1,"$25,000",15000
2170,13,"$22,057","$286,745",1,"$25,000",15000
2171,10,"$22,394","$223,944",1,"$25,000",15000
2172,31,"$21,595","$669,455",1,"$25,000",15000
2173,26,"$17,778","$462,217",1,"$25,000",15000
2174,14,"$20,634","$288,876",1,"$25,000",15000
2175,19,"$17,617","$334,724",1,"$25,000",15000
2176,40,"$19,842","$793,674",1,"$25,000",15000
2177,35,"$20,866","$730,309",1,"$25,000",15000
2178,11,"$21,452","$235,971",1,"$25,000",15000
2179,17,"$16,184","$275,129",1,"$25,000",15000
2180,21,"$21,056","$442,182",1,"$25,000",15000
2181,10,"$16,194","$161,937",1,"$25,000",15000
2182,13,"$18,613","$241,969",1,"$25,000",15000
2183,19,"$16,454","$312,634",1,"$25,000",15000
2184,13,"$16,940","$220,223",1,"$25,000",15000
2185,22,"$20,426","$449,374",1,"$25,000",15000
2186,21,"$19,877","$417,422",1,"$25,000",15000
2187,21,"$15,948","$334,902",1,"$25,000",15000
2188,24,"$18,338","$440,103",1,"$25,000",15000
2189,15,"$20,018","$300,277",1,"$25,000",15000
2190,19,"$20,832","$395,817",1,"$25,000",15000
2191,22,"$19,982","$439,599",1,"$25,000",15000
2192,21,"$18,621","$391,050",1,"$25,000",15000
2193,27,"$19,112","$516,025",1,"$25,000",15000
2194,26,"$17,759","$461,745",1,"$25,000",15000
2195,14,"$21,574","$302,034",1,"$25,000",15000
2196,13,"$17,615","$228,990",1,"$25,000",15000
2197,10,"$18,257","$182,573",1,"$25,000",15000
2198,48,"$17,944","$861,312",1,"$25,000",15000
2199,15,"$20,311","$304,672",1,"$25,000",15000
2200,14,"$15,060","$210,833",1,"$25,000",15000
2201,14,"$15,067","$210,940",1,"$25,000",15000
2202,13,"$19,496","$253,449",1,"$25,000",15000
2203,18,"$19,005","$342,084",1,"$25,000",15000
2204,16,"$21,894","$350,300",1,"$25,000",15000
2205,26,"$17,082","$444,141",1,"$25,000",15000
2206,12,"$22,063","$264,754",1,"$25,000",15000
2207,20,"$15,131","$302,615",1,"$25,000",15000
2208,24,"$15,759","$378,227",1,"$25,000",15000
2209,17,"$17,078","$290,334",1,"$25,000",15000
2210,15,"$19,350","$290,245",1,"$25,000",15000
2211,28,"$17,309","$484,645",1,"$25,000",15000
2212,18,"$20,811","$374,603",1,"$25,000",15000
2213,25,"$17,581","$439,513",1,"$25,000",15000
2214,16,"$19,708","$315,329",1,"$25,000",15000
2215,25,"$17,740","$443,496",1,"$25,000",15000
2216,12,"$17,563","$210,751",1,"$25,000",15000
2217,29,"$19,527","$566,269",1,"$25,000",15000
2218,25,"$21,465","$536,628",1,"$25,000",15000
2219,35,"$18,079","$632,770",1,"$25,000",15000
2220,32,"$17,724","$567,155",1,"$25,000",15000
2221,11,"$22,402","$246,424",1,"$25,000",15000
2222,26,"$19,982","$519,520",1,"$25,000",15000
2223,23,"$17,687","$406,808",1,"$25,000",15000
2224,35,"$17,911","$626,873",1,"$25,000",15000
2225,19,"$21,674","$411,806",1,"$25,000",15000
2226,12,"$21,787","$261,445",0,"$25,000",15000
2227,12,"$21,630","$259,561",1,"$25,000",15000
2228,13,"$21,095","$274,239",1,"$25,000",15000
2229,26,"$15,300","$397,809",1,"$25,000",15000
2230,33,"$21,092","$696,037",1,"$25,000",15000
2231,13,"$17,966","$233,555",1,"$25,000",15000
2232,10,"$22,432","$224,319",1,"$25,000",15000
2233,11,"$21,947","$241,419",1,"$25,000",15000
2234,12,"$17,430","$209,157",1,"$25,000",15000
2235,13,"$17,866","$232,254",1,"$25,000",15000
2236,16,"$21,072","$337,149",1,"$25,000",15000
2237,12,"$15,989","$191,868",1,"$25,000",15000
2238,10,"$21,698","$216,981",1,"$25,000",15000
2239,14,"$20,418","$285,846",1,"$25,000",15000
2240,20,"$19,809","$396,176",1,"$25,000",15000
2241,12,"$21,596","$259,153",1,"$25,000",15000
2242,38,"$17,093","$649,522",1,"$25,000",15000
2243,13,"$20,096","$261,246",1,"$25,000",15000
2244,22,"$17,244","$379,366",1,"$25,000",15000
2245,25,"$22,254","$556,354",1,"$25,000",15000
2246,12,"$17,226","$206,715",1,"$25,000",15000
2247,13,"$19,833","$257,824",1,"$25,000",15000
2248,29,"$19,084","$553,429",1,"$25,000",15000
2249,15,"$21,722","$325,826",1,"$25,000",15000
2250,12,"$19,769","$237,229",1,"$25,000",15000
2251,15,"$17,321","$259,817",1,"$25,000",15000
2252,12,"$18,374","$220,484",1,"$25,000",15000
2253,16,"$17,582","$281,313",1,"$25,000",15000
2254,14,"$17,807","$249,303",1,"$25,000",15000
2255,33,"$20,922","$690,424",1,"$25,000",15000
2256,11,"$16,387","$180,262",1,"$25,000",15000
2257,30,"$19,424","$582,727",1,"$25,000",15000
2258,38,"$20,861","$792,720",1,"$25,000",15000
2259,16,"$16,689","$267,016",1,"$25,000",15000
2260,10,"$18,405","$184,051",1,"$25,000",15000
2261,10,"$22,163","$221,634",1,"$25,000",15000
2262,39,"$20,628","$804,488",1,"$25,000",15000
2263,29,"$19,139","$555,038",1,"$25,000",15000
2264,22,"$22,352","$491,747",0,"$25,000",15000
2265,40,"$16,691","$667,641",1,"$25,000",15000
2266,26,"$16,618","$432,074",1,"$25,000",15000
2267,19,"$17,267","$328,079",1,"$25,000",15000
2268,20,"$19,771","$395,422",1,"$25,000",15000
2269,27,"$15,705","$424,034",1,"$25,000",15000
2270,16,"$22,459","$359,338",1,"$25,000",15000
2271,13,"$16,027","$208,353",1,"$25,000",15000
2272,21,"$21,488","$451,242",1,"$25,000",15000
2273,31,"$15,913","$493,301",1,"$25,000",15000
2274,26,"$22,459","$583,941",1,"$25,000",15000
2275,11,"$21,181","$232,996",1,"$25,000",15000
2276,11,"$15,854","$174,397",1,"$25,000",15000
2277,10,"$17,512","$175,123",1,"$25,000",15000
2278,33,"$16,265","$536,753",1,"$25,000",15000
2279,13,"$20,365","$264,739",1,"$25,000",15000
2280,10,"$21,702","$217,019",1,"$25,000",15000
2281,14,"$17,063","$238,876",1,"$25,000",15000
2282,33,"$20,882","$689,121",1,"$25,000",15000
2283,11,"$20,807","$228,874",1,"$25,000",15000
2284,15,"$16,399","$245,992",1,"$25,000",15000
2285,37,"$16,333","$604,309",1,"$25,000",15000
2286,12,"$18,238","$218,854",1,"$25,000",15000
2287,10,"$15,097","$150,970",1,"$25,000",15000
2288,22,"$17,521","$385,468",1,"$25,000",15000
2289,11,"$22,332","$245,648",1,"$25,000",15000
2290,34,"$20,471","$696,026",1,"$25,000",15000
2291,10,"$21,410","$214,105",1,"$25,000",15000
2292,21,"$16,146","$339,064",1,"$25,000",15000
2293,19,"$21,310","$404,894",1,"$25,000",15000
2294,11,"$15,447","$169,914",1,"$25,000",15000
2295,32,"$20,526","$656,845",1,"$25,000",15000
2296,20,"$16,121","$322,430",1,"$25,000",15000
2297,21,"$19,322","$405,766",1,"$25,000",15000
2298,26,"$20,638","$536,597",1,"$25,000",15000
2299,17,"$17,914","$304,539",1,"$25,000",15000
2300,35,"$18,663","$653,215",1,"$25,000",15000
2301,21,"$22,176","$465,690",1,"$25,000",15000
2302,11,"$20,716","$227,871",1,"$25,000",15000
2303,14,"$16,156","$226,182",1,"$25,000",15000
2304,18,"$15,189","$273,404",1,"$25,000",15000
2305,23,"$16,911","$388,960",1,"$25,000",15000
2306,14,"$15,771","$220,792",1,"$25,000",15000
2307,25,"$18,136","$453,408",1,"$25,000",15000
2308,18,"$18,922","$340,598",1,"$25,000",15000
2309,10,"$17,392","$173,917",1,"$25,000",15000
2310,12,"$15,865","$190,385",1,"$25,000",15000
2311,34,"$21,621","$735,104",1,"$25,000",15000
2312,19,"$17,582","$334,063",1,"$25,000",15000
2313,27,"$18,785","$507,194",1,"$25,000",15000
2314,13,"$22,340","$290,424",1,"$25,000",15000
2315,21,"$21,492","$451,335",1,"$25,000",15000
2316,17,"$20,518","$348,812",1,"$25,000",15000
2317,14,"$22,239","$311,340",1,"$25,000",15000
2318,12,"$17,617","$211,407",1,"$25,000",15000
2319,34,"$21,456","$729,503",1,"$25,000",15000
2320,12,"$18,859","$226,305",1,"$25,000",15000
2321,38,"$19,957","$758,369",1,"$25,000",15000
2322,15,"$20,944","$314,154",1,"$25,000",15000
2323,13,"$18,478","$240,209",1,"$25,000",15000
2324,17,"$21,905","$372,382",0,"$25,000",15000
2325,24,"$18,417","$442,020",1,"$25,000",15000
2326,23,"$21,173","$486,971",1,"$25,000",15000
2327,24,"$15,641","$375,386",1,"$25,000",15000
2328,25,"$19,144","$478,592",1,"$25,000",15000
2329,12,"$16,799","$201,585",1,"$25,000",15000
2330,10,"$20,542","$205,424",1,"$25,000",15000
2331,10,"$22,154","$221,535",1,"$25,000",15000
2332,14,"$17,105","$239,465",1,"$25,000",15000
2333,17,"$15,704","$266,967",1,"$25,000",15000
2334,24,"$19,127","$459,053",1,"$25,000",15000
2335,11,"$21,754","$239,289",1,"$25,000",15000
2336,23,"$16,575","$381,219",1,"$25,000",15000
2337,15,"$19,157","$287,354",1,"$25,000",15000
2338,10,"$19,010","$190,101",1,"$25,000",15000
2339,24,"$22,275","$534,595",1,"$25,000",15000
2340,13,"$22,027","$286,347",1,"$25,000",15000
2341,10,"$21,703","$217,030",1,"$25,000",15000
2342,13,"$17,605","$228,861",1,"$25,000",15000
2343,12,"$15,634","$187,611",1,"$25,000",15000
2344,18,"$18,308","$329,541",1,"$25,000",15000
2345,11,"$15,476","$170,240",1,"$25,000",15000
2346,12,"$18,013","$216,158",1,"$25,000",15000
2347,15,"$15,749","$236,232",1,"$25,000",15000
2348,13,"$18,492","$240,402",1,"$25,000",15000
2349,27,"$16,552","$446,910",1,"$25,000",15000
2350,10,"$16,799","$167,990",1,"$25,000",15000
2351,18,"$16,063","$289,126",1,"$25,000",15000
2352,13,"$15,403","$200,242",1,"$25,000",15000
2353,14,"$22,112","$309,572",0,"$25,000",15000
2354,10,"$17,927","$179,267",1,"$25,000",15000
2355,22,"$19,870","$437,143",1,"$25,000",15000
2356,22,"$19,333","$425,330",1,"$25,000",15000
2357,13,"$17,250","$224,244",1,"$25,000",15000
2358,14,"$19,306","$270,282",1,"$25,000",15000
2359,16,"$16,559","$264,943",1,"$25,000",15000
2360,17,"$19,628","$333,677",1,"$25,000",15000
2361,13,"$15,251","$198,269",1,"$25,000",15000
2362,30,"$22,063","$661,900",1,"$25,000",15000
2363,14,"$16,146","$226,049",1,"$25,000",15000
2364,11,"$21,386","$235,244",1,"$25,000",15000
2365,29,"$20,115","$583,348",1,"$25,000",15000
2366,19,"$17,391","$330,430",1,"$25,000",15000
2367,38,"$21,406","$813,443",1,"$25,000",15000
2368,13,"$17,293","$224,813",1,"$25,000",15000
2369,43,"$18,974","$815,875",1,"$25,000",15000
2370,24,"$15,582","$373,966",1,"$25,000",15000
2371,11,"$17,489","$192,375",1,"$25,000",15000
2372,22,"$20,530","$451,671",1,"$25,000",15000
2373,14,"$18,719","$262,059",1,"$25,000",15000
2374,18,"$21,702","$390,630",1,"$25,000",15000
2375,10,"$16,780","$167,804",1,"$25,000",15000
2376,11,"$17,380","$191,177",1,"$25,000",15000
2377,17,"$19,493","$331,383",1,"$25,000",15000
2378,20,"$21,208","$424,153",1,"$25,000",15000
2379,15,"$15,902","$238,528",1,"$25,000",15000
2380,14,"$16,575","$232,055",1,"$25,000",15000
2381,28,"$16,424","$459,868",1,"$25,000",15000
2382,32,"$20,386","$652,358",1,"$25,000",15000
2383,18,"$18,398","$331,172",1,"$25,000",15000
2384,32,"$20,083","$642,648",1,"$25,000",15000
2385,35,"$19,416","$679,576",1,"$25,000",15000
2386,12,"$18,465","$221,574",1,"$25,000",15000
2387,15,"$16,489","$247,336",1,"$25,000",15000
2388,10,"$16,965","$169,652",1,"$25,000",15000
2389,13,"$15,141","$196,831",1,"$25,000",15000
2390,11,"$22,202","$244,220",1,"$25,000",15000
2391,16,"$15,110","$241,760",1,"$25,000",15000
2392,17,"$15,914","$270,536",1,"$25,000",15000
2393,21,"$20,255","$425,357",1,"$25,000",15000
2394,13,"$15,567","$202,377",1,"$25,000",15000
2395,20,"$18,795","$375,909",1,"$25,000",15000
2396,22,"$18,649","$410,284",1,"$25,000",15000
2397,20,"$19,151","$383,020",1,"$25,000",15000
2398,13,"$19,851","$258,058",1,"$25,000",15000
2399,11,"$16,866","$185,522",1,"$25,000",15000
2400,17,"$20,050","$340,848",1,"$25,000",15000
2401,16,"$17,026","$272,422",1,"$25,000",15000
2402,13,"$15,517","$201,715",1,"$25,000",15000
2403,11,"$20,142","$221,564",1,"$25,000",15000
2404,10,"$18,956","$189,558",1,"$25,000",15000
2405,30,"$21,050","$631,496",1,"$25,000",15000
2406,15,"$19,356","$290,338",1,"$25,000",15000
2407,11,"$18,174","$199,917",1,"$25,000",15000
2408,14,"$18,713","$261,988",1,"$25,000",15000
2409,21,"$17,545","$368,444",1,"$25,000",15000
2410,10,"$17,070","$170,704",1,"$25,000",15000
2411,14,"$20,794","$291,116",1,"$25,000",15000
2412,21,"$19,605","$411,715",1,"$25,000",15000
2413,18,"$19,366","$348,588",1,"$25,000",15000
2414,18,"$21,512","$387,211",1,"$25,000",15000
2415,43,"$18,440","$792,905",1,"$25,000",15000
2416,11,"$19,586","$215,444",1,"$25,000",15000
2417,13,"$19,631","$255,205",1,"$25,000",15000
2418,11,"$21,271","$233,981",1,"$25,000",15000
2419,11,"$15,416","$169,579",1,"$25,000",15000
2420,22,"$20,661","$454,538",1,"$25,000",15000
2421,17,"$18,761","$318,934",1,"$25,000",15000
2422,30,"$21,652","$649,553",0,"$25,000",15000
2423,34,"$15,134","$514,543",1,"$25,000",15000
2424,11,"$15,077","$165,842",1,"$25,000",15000
2425,18,"$16,386","$294,952",1,"$25,000",15000
2426,17,"$21,224","$360,812",1,"$25,000",15000
2427,11,"$21,455","$236,009",1,"$25,000",15000
2428,24,"$16,430","$394,312",1,"$25,000",15000
2429,13,"$15,978","$207,714",1,"$25,000",15000
2430,27,"$22,095","$596,568",1,"$25,000",15000
2431,26,"$19,716","$512,609",1,"$25,000",15000
2432,27,"$19,956","$538,804",1,"$25,000",15000
2433,24,"$20,751","$498,029",1,"$25,000",15000
2434,14,"$21,036","$294,506",1,"$25,000",15000
2435,19,"$18,538","$352,220",1,"$25,000",15000
2436,10,"$15,533","$155,333",1,"$25,000",15000
2437,33,"$17,220","$568,256",1,"$25,000",15000
2438,16,"$18,001","$288,010",1,"$25,000",15000
2439,15,"$18,739","$281,086",1,"$25,000",15000
2440,21,"$21,802","$457,832",1,"$25,000",15000
2441,18,"$15,932","$286,768",1,"$25,000",15000
2442,25,"$20,766","$519,148",1,"$25,000",15000
2443,23,"$15,841","$364,338",1,"$25,000",15000
2444,13,"$19,849","$258,042",1,"$25,000",15000
2445,16,"$16,349","$261,581",1,"$25,000",15000
2446,12,"$18,514","$222,170",1,"$25,000",15000
2447,16,"$20,036","$320,571",1,"$25,000",15000
2448,10,"$20,151","$201,514",1,"$25,000",15000
2449,11,"$15,367","$169,041",1,"$25,000",15000
2450,12,"$20,658","$247,897",1,"$25,000",15000
2451,25,"$16,527","$413,181",1,"$25,000",15000
2452,13,"$21,114","$274,483",1,"$25,000",15000
2453,11,"$22,450","$246,950",1,"$25,000",15000
2454,10,"$18,905","$189,054",1,"$25,000",15000
2455,36,"$16,435","$591,660",1,"$25,000",15000
2456,26,"$17,589","$457,308",1,"$25,000",15000
2457,15,"$21,384","$320,767",1,"$25,000",15000
2458,15,"$17,665","$264,982",1,"$25,000",15000
2459,10,"$18,620","$186,196",1,"$25,000",15000
2460,24,"$18,373","$440,957",1,"$25,000",15000
2461,31,"$18,479","$572,861",1,"$25,000",15000
2462,20,"$18,541","$370,812",1,"$25,000",15000
2463,14,"$21,563","$301,876",1,"$25,000",15000
2464,14,"$19,012","$266,169",1,"$25,000",15000
2465,21,"$17,107","$359,245",1,"$25,000",15000
2466,16,"$22,491","$359,851",1,"$25,000",15000
2467,14,"$16,533","$231,462",1,"$25,000",15000
2468,12,"$20,165","$241,975",1,"$25,000",15000
2469,25,"$19,491","$487,287",1,"$25,000",15000
2470,10,"$20,140","$201,399",1,"$25,000",15000
2471,15,"$15,425","$231,382",1,"$25,000",15000
2472,14,"$17,643","$247,002",1,"$25,000",15000
2473,10,"$15,421","$154,209",1,"$25,000",15000
2474,15,"$15,468","$232,026",1,"$25,000",15000
2475,14,"$22,019","$308,262",1,"$25,000",15000
2476,14,"$17,441","$244,168",1,"$25,000",15000
2477,17,"$20,272","$344,631",1,"$25,000",15000
2478,14,"$18,405","$257,663",1,"$25,000",15000
2479,15,"$18,298","$274,473",1,"$25,000",15000
2480,11,"$18,354","$201,899",1,"$25,000",15000
2481,16,"$18,685","$298,967",1,"$25,000",15000
2482,15,"$20,552","$308,287",1,"$25,000",15000
2483,15,"$17,474","$262,115",1,"$25,000",15000
2484,15,"$15,917","$238,753",1,"$25,000",15000
2485,22,"$15,914","$350,117",1,"$25,000",15000
2486,11,"$20,805","$228,855",1,"$25,000",15000
2487,16,"$21,860","$349,764",1,"$25,000",15000
2488,21,"$16,368","$343,727",1,"$25,000",15000
2489,26,"$19,688","$511,897",1,"$25,000",15000
2490,27,"$21,336","$576,075",1,"$25,000",15000
2491,19,"$15,112","$287,137",1,"$25,000",15000
2492,10,"$20,783","$207,829",1,"$25,000",15000
2493,15,"$18,627","$279,403",1,"$25,000",15000
2494,30,"$21,276","$638,266",1,"$25,000",15000
2495,11,"$15,105","$166,155",1,"$25,000",15000
2496,13,"$15,887","$206,525",1,"$25,000",15000
2497,12,"$18,652","$223,820",1,"$25,000",15000
2498,20,"$15,094","$301,872",1,"$25,000",15000
2499,20,"$17,418","$348,350",1,"$25,000",15000
2500,13,"$21,767","$282,975",1,"$25,000",15000
2501,21,"$16,039","$336,810",1,"$25,000",15000
2502,10,"$19,786","$197,862",1,"$25,000",15000
2503,12,"$19,077","$228,929",1,"$25,000",15000
2504,22,"$15,046","$331,016",1,"$25,000",15000
2505,21,"$15,798","$331,758",1,"$25,000",15000
2506,19,"$22,059","$419,119",1,"$25,000",15000
2507,10,"$15,728","$157,281",1,"$25,000",15000
2508,18,"$22,041","$396,745",1,"$25,000",15000
2509,20,"$22,285","$445,696",1,"$25,000",15000
2510,26,"$17,751","$461,519",1,"$25,000",15000
2511,16,"$19,947","$319,159",1,"$25,000",15000
2512,26,"$19,793","$514,624",1,"$25,000",15000
2513,17,"$20,029","$340,495",1,"$25,000",15000
2514,15,"$16,917","$253,762",1,"$25,000",15000
2515,22,"$20,413","$449,084",1,"$25,000",15000
2516,10,"$15,231","$152,313",1,"$25,000",15000
